,Title,Author,Average Rating,No of ratings,No of reviews,No of pages,No of awards,summary,Genre
334,No More Us for You,David Hernandez,3.35,382,77,984,0,"For a life to come together, sometimes it first has to fall completely apart.

Isabel is a regular seventeen-year-old girl, still reeling from the pain of her boyfriend's tragic death exactly one year ago.

Carlos is a regular seventeen-year-old guy, loves red licorice and his friends, and works at a fancy art museum for some extra cash.

The two have no connection until they bo For a life to come together, sometimes it first has to fall completely apart.

Isabel is a regular seventeen-year-old girl, still reeling from the pain of her boyfriend's tragic death exactly one year ago.

Carlos is a regular seventeen-year-old guy, loves red licorice and his friends, and works at a fancy art museum for some extra cash.

The two have no connection until they both meet Vanessa, an intriguing new transfer student with a mysterious past. While Vanessa is the link that brings these two very different lives together, will she be the one that can also tear them apart?

In his stunningly beautiful second novel, David Hernandez gives his readers a poetic and profound story that tells of two completely different teenagers and how through everyday life and monumental tragedy lies endless possibility.",young-adult
335,The Winter Room,Gary Paulsen,3.64,"2,670",265,NA,3,"The winter room is where Eldon, his brother Wayne, old Uncle David, and the rest of the family gather on icy cold nights, sitting in front of the stove. There the boys listen eagerly to all of Uncle David's tales of superheroes.Then one night Uncle David tells the story, The Woodcutter, and what happens next is terrible--then wonderful. The winter room is where Eldon, his brother Wayne, old Uncle David, and the rest of the family gather on icy cold nights, sitting in front of the stove. There the boys listen eagerly to all of Uncle David's tales of superheroes.Then one night Uncle David tells the story, The Woodcutter, and what happens next is terrible--then wonderful.",fiction
336,Brave Story,Miyuki Miyabe Alexander O. Smith,4.17,"2,624",338,086,1,"Young Wataru Mitani's life is a mess. His family has problems they never told him about, a new student at school upsets everything he knows about the world, and a girl's voice rings in his mind all hours of the night. Desperately he searches for some way to change his life; a way to alter his fate.

To achieve his goal, he must navigate the magical world of Vision, a land fi Young Wataru Mitani's life is a mess. His family has problems they never told him about, a new student at school upsets everything he knows about the world, and a girl's voice rings in his mind all hours of the night. Desperately he searches for some way to change his life; a way to alter his fate.

To achieve his goal, he must navigate the magical world of Vision, a land filled with creatures both fierce and friendly. And to complicate matters, he must outwit a merciless rival from the real world.

Wataru's ultimate destination is the Tower of Destiny where a Goddess of fate awaits. Only when he has finished his journey and collected five elusive gemstones will he possess the Demon's Bane; the key that will unlock his future.

Charity, bravery, faith, grace and the power of darkness and light: these are the provinces of each gemstone. Brought together, they have the immeasurable power to change Wataru's life.",fantasy
337,The Wild Swans,Peg Kerr,3.70,423,61,529,2,"This novel focuses on two outcasts on two journeys in two eras. In 1689 England, Lady Eliza Grey's 11 brothers are turned into swans. Rejected by her father, Eliza is flown to America by her brothers where she has a chance to save them--until she is accused of witchcraft. In the second story, set in 1981 New York, Elias Latham has AIDS, is banished from his father's house, This novel focuses on two outcasts on two journeys in two eras. In 1689 England, Lady Eliza Grey's 11 brothers are turned into swans. Rejected by her father, Eliza is flown to America by her brothers where she has a chance to save them--until she is accused of witchcraft. In the second story, set in 1981 New York, Elias Latham has AIDS, is banished from his father's house, and must learn to live on the streets. Like Eliza, Elias struggles to understand the suffering he must endure.",fantasy
338,Diana: Her True Story in Her Own Words,Andrew Morton,3.73,"18,652",918,127,0,"In a shocking, headline-making story (coming as an NBC TV movie), Andrew Morton goes beyond speculation to present the facts about Princess Diana and her royal marriage--written with the full cooperation and support of Diana's family and friends, who speak freely in a sizzling, insider's tell-all. ""Startlingly candid"".--People. Includes never-before-seen photographs. In a shocking, headline-making story (coming as an NBC TV movie), Andrew Morton goes beyond speculation to present the facts about Princess Diana and her royal marriage--written with the full cooperation and support of Diana's family and friends, who speak freely in a sizzling, insider's tell-all. ""Startlingly candid"".--People. Includes never-before-seen photographs.",biography
339,Liar,Justine Larbalestier,3.29,"8,635","1,656",980,10,"Micah will freely admit that sheâs a compulsive liar, but that may be the one honest thing sheâll ever tell you. Over the years sheâs duped her classmates, her teachers, and even her parents, and sheâs always managed to stay one step ahead of her lies. That is, until her boyfriend dies under brutal circumstances and her dishonesty begins to catch up with her. But is it Micah will freely admit that sheâs a compulsive liar, but that may be the one honest thing sheâll ever tell you. Over the years sheâs duped her classmates, her teachers, and even her parents, and sheâs always managed to stay one step ahead of her lies. That is, until her boyfriend dies under brutal circumstances and her dishonesty begins to catch up with her. But is it possible to tell the truth when lying comes as naturally as breathing? Taking readers deep into the psyche of a young woman who will say just about anything to convince themâand herselfâthat sheâs finally come clean, Liar is a bone-chilling thriller that will have readers see-sawing between truths and lies right up to the end. Honestly.",young-adult
340,Forgiven,Janet Fox,3.59,375,76,358,1,"Kula Baker never expected to find herself on the streets of San Francisco, alone but for a letter of introduction. Though she has come to the city to save her father from a cruel fate, Kula soon finds herself swept up in a world of art and elegance - a world she hardly dared dream of back in Montana, where she was no more than the daughter of an outlaw. And then there is t Kula Baker never expected to find herself on the streets of San Francisco, alone but for a letter of introduction. Though she has come to the city to save her father from a cruel fate, Kula soon finds herself swept up in a world of art and elegance - a world she hardly dared dream of back in Montana, where she was no more than the daughter of an outlaw. And then there is the handsome David Wong, whose smiling eyes and soft-spoken manner have an uncanny way of breaking through Kula's carefully crafted reserve. Yet when disaster strikes and the wreckage threatens all she holds dear, Kula realizes that only by unlocking her heart can she begin to carve a new future for herself.",young-adult
341,"My Miserable, Lonely, Lesbian Pregnancy",Andrea Askowitz,3.38,270,47,NA,0,"In this memoir of her 40 weeks and five days in hell, Andrea Askowitz takes an unflinching look at her pregnant life from struggling with hormones to poor body image to a self imposed exile from family to take us on a ride through the turbulence of single lesbian motherhood. Along the way we meet her liberal parents as they struggle with their daughter's choices, the lover In this memoir of her 40 weeks and five days in hell, Andrea Askowitz takes an unflinching look at her pregnant life from struggling with hormones to poor body image to a self imposed exile from family to take us on a ride through the turbulence of single lesbian motherhood. Along the way we meet her liberal parents as they struggle with their daughter's choices, the lover she longs to reconnect with who goes M.I.A. before the pregnancy, the friends who turn out to be no help at all and strangers who offer up some unlikely kindness. Andrea presents herself real, raw, impossibly cranky yet deeply touching with her self-deprecating dark sense of humor that will make you wince or better yet send you into uncontrollable fits of laughter.",autobiography
342,City of the Beasts,Isabel Allende Margaret Sayers Peden,3.73,"33,102","1,814",082,1,"Fifteen-year-old Alexander Cold is about to join his fearless grandmother on the trip of a lifetime. An International Geographic expedition is headed to the dangerous, remote wilds of South America, on a mission to document the legendary Yeti of the Amazon known as the Beast.

But there are many secrets hidden in the unexplored wilderness, as Alex and his new friend Nadia so Fifteen-year-old Alexander Cold is about to join his fearless grandmother on the trip of a lifetime. An International Geographic expedition is headed to the dangerous, remote wilds of South America, on a mission to document the legendary Yeti of the Amazon known as the Beast.

But there are many secrets hidden in the unexplored wilderness, as Alex and his new friend Nadia soon discover. Drawing on the strength of their spirit guides, both young people are led on a thrilling and unforgettable journey to the ultimate discovery. . . .",fantasy
343,,,NA,NA,NA,NA,0,,NA
344,In My Skin: A Memoir,Kate Holden,3.82,"4,758",368,000,2,"Called ""Quite simply in a class of its own . . . the work of a stunningly talented writer who both graces and surpasses her material"" (Guardian), this is the frank, harrowing, and true story of one young woman's descent into heroin addiction and prostitution and the long, arduous struggle to redeem her life that made her stronger. A shy, bookish college graduate from a sol Called ""Quite simply in a class of its own . . . the work of a stunningly talented writer who both graces and surpasses her material"" (Guardian), this is the frank, harrowing, and true story of one young woman's descent into heroin addiction and prostitution and the long, arduous struggle to redeem her life that made her stronger. A shy, bookish college graduate from a solid middle-class home, Kate Holden was uncertain of her way in life. When she decided to try her first hit of heroin as a one-time adventure with friends, she did not anticipate that the drug would take over. She lost her job and apartment and stole from her family. Desperation drove her first to offer her body on the streets and then in high-class brothels, where she discovered hidden strengths as well as parts of herself that frightened her. With the acceptance and unyielding love of a family that never abandoned her, Kate Holden ultimately defeated the drug and left her netherworld behind.",non-fiction
345,Dreamfever,Karen Marie Moning,4.37,"97,826","4,989",Fantasy,0,"MacKayla Lane lies naked on the cold stone floor of a church, at the mercy of the erotic Fae master she once swore to kill. Far from home, unable to control her sexual hungers, MacKayla is now fully under the Lord Masterâs spell.â¦In New York Times bestselling author Karen Marie Moningâs stunning new novel, the walls between human and Fae worlds have come crashing down. And MacKayla Lane lies naked on the cold stone floor of a church, at the mercy of the erotic Fae master she once swore to kill. Far from home, unable to control her sexual hungers, MacKayla is now fully under the Lord Masterâs spell.â¦In New York Times bestselling author Karen Marie Moningâs stunning new novel, the walls between human and Fae worlds have come crashing down. And as Mac fights for survival on Dublinâs battle-scarred streets, she will embark on the darkestâand most erotically chargedâadventure of her life.

He has stolen her past, but MacKayla will never allow her sisterâs murderer to take her future. Yet even the uniquely gifted sidhe-seer is no match for the Lord Master, who has unleashed an insatiable sexual craving that consumes Macâs every thoughtâand thrusts her into the seductive realm of two very dangerous men, both of whom she desires but dares not trust.

As the enigmatic Jericho Barrons and the sensual Fae prince Vâlane vie for her body and soul, as cryptic entries from her sisterâs diary mysteriously appear and the power of the Dark Book weaves its annihilating path through the city, Macâs greatest enemy delivers a final challenge.â¦

Itâs an invitation Mac cannot refuse, one that sends her racing home to Georgia, where an even darker threat awaits. With her parents missing and the lives of her loved ones under siege, Mac is about to come face-to-face with a soul-shattering truthâabout herself and her sister, about Jericho Barronsâ¦and about the world she thought she knew.",fantasy
346,,,NA,NA,NA,NA,0,,NA
347,A Florentine Revenge,Christobel Kent,3.57,158,16,NA,0,"Celia lives and works in Florence as a tour guide and thinks the forthcoming birthday celebrations for the young wife of wealthy businessman Lucas Marsh, will bring the usual mix of museums, galleries and exclusive shopping. But, in the cold December weather a man's body is found in a disused swimming pool - a man who 15 years earlier was the chief suspect in an enquiry in Celia lives and works in Florence as a tour guide and thinks the forthcoming birthday celebrations for the young wife of wealthy businessman Lucas Marsh, will bring the usual mix of museums, galleries and exclusive shopping. But, in the cold December weather a man's body is found in a disused swimming pool - a man who 15 years earlier was the chief suspect in an enquiry into the death of a six year old English girl. As Celia's working weekend progresses, she finds she is by no means alone in remembering the gruesome details of that terrible murder, and she and her companions seem unwittingly to get embroiled further and further into the mysteries surrounding a 15 year old grievance, and a very current murder.",mystery
348,Neophyte,T.D. McMichael,it,68,0,910,0,"Halsey Rookmaaker is on vacation with her new boyfriend, Lennox, when disaster strikes. Her best friend, Ballard, has not been in contact with her for over a month. He and his family have been getting Rome ready for something called THE GATHERING, an event which has not taken place in a quarter-century. Thirteen magical Initiates have been summoned from all over Europe to Halsey Rookmaaker is on vacation with her new boyfriend, Lennox, when disaster strikes. Her best friend, Ballard, has not been in contact with her for over a month. He and his family have been getting Rome ready for something called THE GATHERING, an event which has not taken place in a quarter-century. Thirteen magical Initiates have been summoned from all over Europe to attend, including Halsey herself. But she will not be going alone . . . Lia, Ballard's sister, has also been showing signs of the Craft. Now Wiccans and other Supernaturals are flooding into Rome, including the Lenoir, vampires Rome has vowed to defend itself against. Because, while she may not be a Neophyte yet, Halsey has been chosen, for an inheritance it may be her destiny to wield.",NA
349,The Third Policeman,Flann O'Brien Denis Donoghue,3.99,"17,489","1,918",531,2,"The Third Policeman is Flann O'Brien's brilliantly dark comic novel about the nature of time, death, and existence. Told by a narrator who has committed a botched robbery and brutal murder, the novel follows him and his adventures in a two-dimensional police station where, through the theories of the scientist/philosopher de Selby, he is introduced to ""Atomic Theory"" and i The Third Policeman is Flann O'Brien's brilliantly dark comic novel about the nature of time, death, and existence. Told by a narrator who has committed a botched robbery and brutal murder, the novel follows him and his adventures in a two-dimensional police station where, through the theories of the scientist/philosopher de Selby, he is introduced to ""Atomic Theory"" and its relation to bicycles, the existence of eternity (which turns out to be just down the road), and de Selby's view that the earth is not round but ""sausage-shaped."" With the help of his newly found soul named ""Joe,"" he grapples with the riddles and
contradictions that three eccentric policeman present to him.
The last of O'Brien's novels to be published, The Third Policeman joins O'Brien's other fiction (At Swim-Two-Birds, The Poor Mouth, The Hard Life, The Best of Myles, The Dalkey Archive) to ensure his place, along with James Joyce and Samuel Beckett, as one of Ireland's great comic geniuses.",fiction
350,Winner of the National Book Award,Jincy Willett,3.35,"2,083",333,NA,0,"Set in Rhode Island, Winner of the National Book Award tells the story of twins who could not be more different. Abigail Mather is a woman of passionate sensual and sexual appetites, while her sister, the book loving local librarian Dorcas, lives a quiet life of the mind. But when the sisters are sought out by the predatory and famous poet, Guy DeVilbiss, who introduces th Set in Rhode Island, Winner of the National Book Award tells the story of twins who could not be more different. Abigail Mather is a woman of passionate sensual and sexual appetites, while her sister, the book loving local librarian Dorcas, lives a quiet life of the mind. But when the sisters are sought out by the predatory and famous poet, Guy DeVilbiss, who introduces them to Hollywood hack writer and possible psychopath Conrad Lowe, they rapidly become pawns in a game that leads to betrayal, shame and ultimately, murder.
Darkly comic and satirical, Jincy Willett's Winner of the National Book Award is unnervingly funny and disarmingly tender whether she is writing about sex, literary delusion or Yankee pretension.",fiction
351,"While I'm Dead, Feed the Dog",Ric Browde,3.99,96,10,NA,0,"Imagine if J.D. Salinger had a sense of humour ...this intelligent, off-beat novel is fast-paced, wicked, dark and extremely funny. ""My publishers are trying to convince me that books are like albums and sell better when they are released posthumously. Seeing the point, I ask if I can at least fake my own death, but it seems that is fundamentally dishonest and they flatly Imagine if J.D. Salinger had a sense of humour ...this intelligent, off-beat novel is fast-paced, wicked, dark and extremely funny. ""My publishers are trying to convince me that books are like albums and sell better when they are released posthumously. Seeing the point, I ask if I can at least fake my own death, but it seems that is fundamentally dishonest and they flatly refuse to be involved in any such fraud. ""So just in case I've croaked by the time you read this (and everyone but me is filthy rich), here is my story: one day I'm trying to get into the pants of the most beautiful girl in the world, Nina Pennington, and the next day I'm in the back of a limo on the road to rock'n'roll superstardom opening up for Bowie. But we hit a bump or two -- a few dead Mafia hitmen here, a nyphomaniac next door there, not to mention a few dying Latin teachers, narcoleptic nuns, inept policemen, unscupulous laywers, buffoon reporters, huckster televangelists and greedy relatives -- and now for some unknown reason a lot of people don't want to talk to me anymore."" When sixteen-year-old Ric Thibault's story opens with his mother's attempted suicide note: ""While I'm dead...feed the dog"" and he can't stop laughing while the paramedics haul her away, you know you're in for some ride. ..this is a hilarious novel with a beat you dance to.",fiction
352,Paradise Lost,Kate Brian,4.07,"5,789",185,397,0,"Paradise awaits....

Now that Cheyenne's murderer has been revealed and Reed knows the truth about who's been stalking her, she's ready to leave the heartache and turmoil of last semester behind. And what better way to recover than a five-star Caribbean vacation?

Reed is reunited with former Billings Girls Kiran and Taylor, and she and her friends take over the exclus Paradise awaits....

Now that Cheyenne's murderer has been revealed and Reed knows the truth about who's been stalking her, she's ready to leave the heartache and turmoil of last semester behind. And what better way to recover than a five-star Caribbean vacation?

Reed is reunited with former Billings Girls Kiran and Taylor, and she and her friends take over the exclusive island. They spend their days tanning on white-sand beaches and their nights partying on sixty-foot yachts.

It's heaven on earth.

But as they raise their champagne flutes to toast their friendship, Reed worries that it's all too good to be true. Because even in paradise, the Billings Girls are never far from trouble -- and nothing's more dangerous than the calm before the storm....",young-adult
353,The First Days,Rhiannon Frater,3.77,"9,569","1,142",585,1,"Katie is driving to work one beautiful day when a dead man jumps into her car and tries to eat her.Â  That same morning, Jenni opens a bedroom door to find her husband devouring their toddler son.Â

Fate puts Jenni and Katieâtotal strangersâtogether in a pickup, fleeing the suddenly zombie-filled streets of the Texas city in which they live. Before the sun has set, they have Katie is driving to work one beautiful day when a dead man jumps into her car and tries to eat her.Â  That same morning, Jenni opens a bedroom door to find her husband devouring their toddler son.Â

Fate puts Jenni and Katieâtotal strangersâtogether in a pickup, fleeing the suddenly zombie-filled streets of the Texas city in which they live. Before the sun has set, they have become more than just friends and alliesâthey are bonded as tightly as any two people who have been to war together.Â

During their cross-Texas odyssey to find and rescue Jenniâs oldest son, Jenni discovers the joy of watching a zombieâs head explode when she shoots its brains out. Katie learns that sheâs a terrific tacticianâand a pretty good shot.Â

A chance encounter puts them on the road to an isolated, fortified town, besieged by zombies, where fewer than one hundred people cling to the shreds of civilization.Â

It looks like the end of the world. But Katie and Jenni and many others will do whatever they have to to stay alive. Run, fight, pick each other up when they stumble, fall in loveâ¦anything is possible at the end of the world.",horror
354,Double homicide: Boston / Sante Fe,Jonathan Kellerman Faye Kellerman,3.36,"3,589",196,NA,0,"For the first time ever, bestselling novelists Jonathan Kellerman and Faye Kellerman team up to deliver the launch book in a thrilling new series of short crime novels!

It's a reader's dream come true: a new series co-written by the royal couple of crime fiction--Jonathan and Faye Kellerman! Each book contains two novels jointly written by the duo, featuring different detec For the first time ever, bestselling novelists Jonathan Kellerman and Faye Kellerman team up to deliver the launch book in a thrilling new series of short crime novels!

It's a reader's dream come true: a new series co-written by the royal couple of crime fiction--Jonathan and Faye Kellerman! Each book contains two novels jointly written by the duo, featuring different detectives solving crimes in different cities. In the Land of the Giants has Boston homicide detectives Michael MacCain and Doris Sylvestor investigating the suspicious death of a college basketball star. And in Still Life, the co-worker of a Santa Fe art gallery is murdered, forcing detectives Darryl Two Moons and Steve Katz to put aside holiday celebrations and set things right.",mystery
355,The Rising,Brian Keene,3.80,"9,691",715,585,1,"Nothing stays dead for long. The dead are returning to life, intelligent, determinedâ¦and very hungry. Escape seems impossible for Jim Thurmond, one of the few left alive in this nightmare world. But Jimâs young son is also alive and in grave danger hundreds of miles away. Despite astronomical odds, Jim vows to find himâor die trying.

Joined by an elderly preacher, a guilt-r Nothing stays dead for long. The dead are returning to life, intelligent, determinedâ¦and very hungry. Escape seems impossible for Jim Thurmond, one of the few left alive in this nightmare world. But Jimâs young son is also alive and in grave danger hundreds of miles away. Despite astronomical odds, Jim vows to find himâor die trying.

Joined by an elderly preacher, a guilt-ridden scientist and an ex-prostitute, Jim sets out on a cross-country rescue mission. Together they must battle both the living and the living deadâ¦and the even greater evil that awaits them at the end of their journey.",horror
356,,,NA,NA,NA,NA,0,,NA
357,Crackpot,Adele Wiseman Margaret Laurence,3.77,228,20,NA,0,"Hoda, the protagonist of Crackpot, is one of the most captivating characters in Canadian fiction. Graduating from a tumultuous childhood to a life of prostitution, she becomes a legend in her neighbourhood, a canny and ingenious woman, generous, intuitive, and exuding a wholesome lust for life.

Resonant with myth and superstition, this radiant novel is a joyous celebration Hoda, the protagonist of Crackpot, is one of the most captivating characters in Canadian fiction. Graduating from a tumultuous childhood to a life of prostitution, she becomes a legend in her neighbourhood, a canny and ingenious woman, generous, intuitive, and exuding a wholesome lust for life.

Resonant with myth and superstition, this radiant novel is a joyous celebration of life and the mystery that is at the heart of all experience.",cultural
358,"Clarissa, or, the History of a Young Lady",Samuel Richardson Angus Ross,3.38,"7,972",368,611,0,"Pressured by her unscrupulous family to marry a wealthy man she detests, the young Clarissa Harlowe is tricked into fleeing with the witty and debonair Robert Lovelace and places herself under his protection. Lovelace, however, proves himself to be an untrustworthy rake whose vague promises of marriage are accompanied by unwelcome and increasingly brutal sexual advances. A Pressured by her unscrupulous family to marry a wealthy man she detests, the young Clarissa Harlowe is tricked into fleeing with the witty and debonair Robert Lovelace and places herself under his protection. Lovelace, however, proves himself to be an untrustworthy rake whose vague promises of marriage are accompanied by unwelcome and increasingly brutal sexual advances. And yet, Clarissa finds his charm alluring, her scrupulous sense of virtue tinged with unconfessed desire.

Told through a complex series of interweaving letters, ""Clarissa"" is a richly ambiguous study of a fatally attracted couple and a work of astonishing power and immediacy. A huge success when it first appeared in 1747, and translated into French and German, it remains one of the greatest of all European novels. Its rich ambiguities - our sense of Clarissa's scrupulous virtue tinged with intimations of her capacity for self-deception in matters of sex; the wicked and amusing faces of Lovelace, who must be easily the most charming villain in English literature - give the story extraordinary psychological momentum. .",classics
359,Who Censored Roger Rabbit?,Gary K. Wolf,3.72,"2,648",340,126,0,"âWhoâd want to kill a dumb cartoon bunny?â

Thatâs what Eddie Valiant wants to know. Heâs the toughest private eye in Los Angeles, and heâll handle anything â if youâre human. If youâre a Toon, thatâs another story.

Eddie doesnât like Toons â those cartoon characters who live side-by-side with humans. Not the way they look, and especially not the way they talk: word-filled ba âWhoâd want to kill a dumb cartoon bunny?â

Thatâs what Eddie Valiant wants to know. Heâs the toughest private eye in Los Angeles, and heâll handle anything â if youâre human. If youâre a Toon, thatâs another story.

Eddie doesnât like Toons â those cartoon characters who live side-by-side with humans. Not the way they look, and especially not the way they talk: word-filled balloons come out of their mouths and then disintegrate, leaving dust all over his rug.

Eddie will work for a Toon if his cash supply is low enough. So he reluctantly agrees when Roger Rabbit, a Toon who plays straight man (or should that be straight rabbit) in the Baby Herman cartoon series, asks him to find out whoâs been trying â unsuccessfully â to buy his contract from the DeGreasy Brothers syndicate.

Then Rocco DeGreasy is murdered â and Roger is the prime suspect! The rabbit is also, as Eddie soon discovers, very, very dead.

Who censored Roger Rabbit? And who shot Rocco DeGreasy? Was it Roger, or was it Roccoâs hot-cha-cha girlfriend, Jessica Rabbit? Why had Jessica â a pretty steamy number for a Toon â ever married a dopey bunny in the first place? And why does everybody want Rogerâs battered old teakettle?

As Eddie combs L.A. from the executive suites of the DeGreasy Brothers to Sid Sleazeâs porno comic studio, he uncovers art thefts, blackmail plots... and the cagiest killer heâs ever faced.

In Who Censored Roger Rabbit?, author Gary K. Wolf has created a wonderfully skewed â and totally believable â world compounded of equal parts Raymond Chandler, Lewis Carroll, and Warner Brothers. This riotously surreal spoof of the hard-boiled detective novel is packed with action and laughs. From first page to last, Who Censored Roger Rabbit? is shear delight.

Celebrated author Gary K. Wolfâs cult classic and highly praised novel Who Censored Roger Rabbit? is the basis for the blockbuster Walt Disney/Steven Spielberg Academy Award winning film Who Framed Roger Rabbit.",mystery
360,The River Why,David James Duncan,4.23,"10,531",961,NA,0,"This captivating and exuberant tale is told by Gus Orviston, an irreverent young fly fisherman and one of the most appealing heroes in contemporary American fiction.
Leaving behind a madcap, fishing-obsessed family, Gus decides to strike out on his own, taking refuge in a secluded cabin on a remote riverbank to pursue his own fly-fishing passion with unrelenting zeal. But This captivating and exuberant tale is told by Gus Orviston, an irreverent young fly fisherman and one of the most appealing heroes in contemporary American fiction.
Leaving behind a madcap, fishing-obsessed family, Gus decides to strike out on his own, taking refuge in a secluded cabin on a remote riverbank to pursue his own fly-fishing passion with unrelenting zeal. But instead of finding fishing bliss, Gus becomes increasingly troubled by the degradation of the natural world around him and by the spiritual barrenness of his own life. His desolation drives him on a reluctant quest for self-discovery and meaning, ultimately fruitful beyond his wildest dreams.
Here, then, is a funny, sensitive, unforgettable story about the relationships among men, women, the environment, and the human soul.",fiction
361,Shadowland,Peter Straub,3.90,"11,594",369,838,3,"You have been thereâ¦
if you have ever been afraid.

Come back. To a dark house deep in the Vermont woods, where two friends are spending a season of horror, apprenticed to a Master Magician.

Learning secrets best left unlearned. Entering a world of incalculable evil more ancient than death itself. More terrifying. And more real.

Only one of them will make it through.",horror
362,Clones: CrÃ³nicas de un futuro imperfecto,Michael Marshall Smith MarÃ­a Vidal,4.12,"3,353",241,417,1,"Cuando los peores temores del presente se convierten en la vida del futuro.
Un alucinado viaje de ida y vuelta entre el sÃ³rdido mundo de lo real y el aterrador universo de las sombras.
Jack Randall regresa clandestinamente a Nueva Richmond, una gigantesca aeronave, antiguo Centro Comercial. varada en tierra y reconvertida en ciudad. Trae del mundo externo un grupo de clones Cuando los peores temores del presente se convierten en la vida del futuro.
Un alucinado viaje de ida y vuelta entre el sÃ³rdido mundo de lo real y el aterrador universo de las sombras.
Jack Randall regresa clandestinamente a Nueva Richmond, una gigantesca aeronave, antiguo Centro Comercial. varada en tierra y reconvertida en ciudad. Trae del mundo externo un grupo de clones humanos (fabricados para que sus Ã³rganos sirvan de repuesto a sus modelos), a los que ha liberado de su terrible destino y dado una cierta conciencia de su ser. Los clones -su existencia- son de algÃºn modo reflejo de una sociedad cruel, rÃ­gidamente compartimentada que ha convertido el desprecio a los inferiores en una filosofÃ­a polÃ­tica. Cuando varios de los clones son raptados, Randall emprende su rescate. Una aventura que le llevarÃ¡ por los diferentes estratos de la ciudad y que le forzarÃ¡ a enfrentarse con un pasado, el suyo propio, teÃ±ido por el infinito horror del asesinato de su familia, tan brutal como innecesario. Y que, al final, le conducirÃ¡ al Abismo, el escenario sombrÃ­o e irreal de una vieja guerra, forja de lo peor de cuantos participaron en ella.
Clones es al tiempo una parÃ¡bola futurista, una reflexiÃ³n acerca de la naturaleza humana y sobre todo una trepidante novela de acciÃ³n, siempre absorbente y al tiempo sutil. Ello explica la extraordinaria repercusiÃ³n que ha tenido en todo el mundo: en cierto modo, porque es el Blade Runner de los aÃ±os noventa.",science-fiction
363,All Over But the Shoutin',Rick Bragg,4.11,"26,326","1,835",292,2,"The extraordinary gifts for evocation and insight and the stunning talent for storytelling that earned Rick Bragg a Pulitzer Prize for feature writing in 1996 are here brought to bear on the wrenching story of his own family's life. It is the story of a violent, war-haunted, alcoholic father and a strong-willed, loving mother who struggled to protect her three sons from th The extraordinary gifts for evocation and insight and the stunning talent for storytelling that earned Rick Bragg a Pulitzer Prize for feature writing in 1996 are here brought to bear on the wrenching story of his own family's life. It is the story of a violent, war-haunted, alcoholic father and a strong-willed, loving mother who struggled to protect her three sons from the effects of poverty and ignorance that had tainted her own life. It is the story of the life Bragg was able to carve out for himself on the strength of his mother's encouragement and belief.",autobiography
364,Untouchable,Lindsay Delagair,3.91,"4,746",300,152,0,"Picking a boyfriend can be murder, but for Annalisa Winslett, it might end up being the literal death of her.

No one at Pensacola High School suspects the girl they know as Annalisa McKinnis to be a wealthy heiress in hiding, but things begin to unravel when two new guys enroll. Both guys are gorgeous, and both are trying to win her over. The only problem is that one of the Picking a boyfriend can be murder, but for Annalisa Winslett, it might end up being the literal death of her.

No one at Pensacola High School suspects the girl they know as Annalisa McKinnis to be a wealthy heiress in hiding, but things begin to unravel when two new guys enroll. Both guys are gorgeous, and both are trying to win her over. The only problem is that one of them has a million dollar contract to put a bullet in her.

When her pure and innocent heart is offered to him, will this cold and empty hitman fall, or will he remain untouchable?

This book is the beginning of a wild ride in a trilogy that will make you wonder if the power of love can truly conquer all.

Book one builds the tension for the passion and erotic connection that blooms in book two (Unforgivable), and book three (Untraceable) brings you to the astonishing conclusion of the star-crossed lovers.",romance
365,Bumped,Megan McCafferty,3.12,"12,998","2,363",157,1,"When a virus makes everyone over the age of eighteen infertile, would-be parents pay teen girls to conceive and give birth to their children, making teens the most prized members of society. Girls sport fake baby bumps and the school cafeteria stocks folic-acid-infused food.

Sixteen-year-old identical twins Melody and Harmony were separated at birth and have never met until When a virus makes everyone over the age of eighteen infertile, would-be parents pay teen girls to conceive and give birth to their children, making teens the most prized members of society. Girls sport fake baby bumps and the school cafeteria stocks folic-acid-infused food.

Sixteen-year-old identical twins Melody and Harmony were separated at birth and have never met until the day Harmony shows up on Melodyâs doorstep. Up to now, the twins have followed completely opposite paths. Melody has scored an enviable conception contract with a couple called the Jaydens. While they are searching for the perfect partner for Melody to bump with, she is fighting her attraction to her best friend, Zen, who is way too short for the job.

Harmony has spent her whole life in Goodside, a religious community, preparing to be a wife and mother. She believes her calling is to convince Melody that pregging for profit is a sin. But Harmony has secrets of her own that she is running from.

When Melody is finally matched with the world-famous, genetically flawless Jondoe, both girlsâ lives are changed forever. A case of mistaken identity takes them on a journey neither could have ever imagined, one that makes Melody and Harmony realize they have so much more than just DNA in common.

From New York Times bestselling author Megan McCafferty comes a strikingly original look at friendship, love, and sisterhoodâin a future that is eerily believable.",young-adult
